ticket_external_ref,author_email,body,created_at
J-0652,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-26T15:40:46
J-0653,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-09T15:40:46
J-0654,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-26T15:40:46
J-0654,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-31T15:40:46
J-0655,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-07T15:40:46
J-0655,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-28T15:40:46
J-0656,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-16T15:40:46
J-0657,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-04T15:40:46
J-0658,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-07T15:40:46
J-0658,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-17T15:40:46
J-0658,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-26T15:40:46
J-0659,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-06T15:40:46
J-0660,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-24T15:40:46
J-0660,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-13T15:40:46
J-0660,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-18T15:40:46
J-0661,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-08T15:40:46
J-0661,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-04T15:40:46
J-0661,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-05T15:40:46
J-0662,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-12T15:40:46
J-0662,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-16T15:40:46
J-0662,alex@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-18T15:40:46
J-0663,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-05T15:40:46
J-0663,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-05T15:40:46
J-0663,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-12T15:40:46
J-0664,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-12T15:40:46
J-0664,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-09T15:40:46
J-0665,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-03T15:40:46
J-0665,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-02T15:40:46
J-0665,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-21T15:40:46
J-0666,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-25T15:40:46
J-0666,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-19T15:40:46
J-0666,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-20T15:40:46
J-0667,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-27T15:40:46
J-0667,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-09T15:40:46
J-0668,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-10T15:40:46
J-0668,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-12T15:40:46
J-0668,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-30T15:40:46
J-0669,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-01T15:40:46
J-0669,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-09-01T15:40:46
J-0670,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-13T15:40:46
J-0671,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-28T15:40:46
J-0671,alex@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-15T15:40:46
J-0672,devon@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-18T15:40:46
J-0672,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-27T15:40:46
J-0673,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-13T15:40:46
J-0674,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-08T15:40:46
J-0674,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-09-04T15:40:46
J-0675,sam@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-02T15:40:46
J-0676,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-20T15:40:46
J-0677,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-20T15:40:46
J-0678,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-20T15:40:46
J-0678,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-02T15:40:46
J-0678,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-24T15:40:46
J-0679,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-17T15:40:46
J-0679,jordan@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-17T15:40:46
J-0679,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-20T15:40:46
J-0680,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-06T15:40:46
J-0681,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-24T15:40:46
J-0682,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-01T15:40:46
J-0682,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-06T15:40:46
J-0682,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-16T15:40:46
J-0683,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-23T15:40:46
J-0683,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-13T15:40:46
J-0684,sam@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-07T15:40:46
J-0685,alex@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-02T15:40:46
J-0685,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-31T15:40:46
J-0686,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-24T15:40:46
J-0686,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-28T15:40:46
J-0687,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-07-28T15:40:46
J-0687,sam@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-25T15:40:46
J-0687,jordan@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-13T15:40:46
J-0688,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-23T15:40:46
J-0689,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-21T15:40:46
J-0689,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-26T15:40:46
J-0690,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-07-16T15:40:46
J-0690,devon@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-08-09T15:40:46
J-0691,alex@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-01T15:40:46
J-0691,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-13T15:40:46
J-0692,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-23T15:40:46
J-0692,taylor@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-04T15:40:46
J-0693,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-14T15:40:46
J-0694,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-28T15:40:46
J-0694,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-16T15:40:46
J-0695,taylor@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-08-23T15:40:46
J-0695,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-20T15:40:46
J-0695,jordan@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-09-04T15:40:46
J-0696,jordan@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-27T15:40:46
J-0696,jordan@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-20T15:40:46
J-0696,taylor@yourcompany.com,Reproduced internally. Investigating regulator behavior in low temps.,2025-07-31T15:40:46
J-0697,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-22T15:40:46
J-0698,sam@yourcompany.com,Could you confirm if the inline filter was cleaned before the test?,2025-07-27T15:40:46
J-0698,alex@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-19T15:40:46
J-0698,sam@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-08-12T15:40:46
J-0699,devon@yourcompany.com,Replacement shipment created. Tracking will be added once the label scans.,2025-08-30T15:40:46
J-0699,devon@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-13T15:40:46
J-0700,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-11T15:40:46
J-0700,devon@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-07-29T15:40:46
J-0701,taylor@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-07-23T15:40:46
J-0701,sam@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-31T15:40:46
J-0701,taylor@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-05T15:40:46
J-0702,devon@yourcompany.com,Docs updated with a troubleshooting step; linking internally for QA.,2025-09-04T15:40:46
J-0702,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-14T15:40:46
J-0703,taylor@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-31T15:40:46
J-0703,alex@yourcompany.com,We’ve seen this at altitude. Please try opening the gas valve slightly more and confirm.,2025-08-17T15:40:46
J-0704,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-09-04T15:40:46
J-0705,jordan@yourcompany.com,Thanks for the report—can you share a 10–15s clip of the ignition attempt?,2025-08-15T15:40:46
